"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"RZGRIRIY","journalArticle","2007","Stith, Richard","Construction, Development, and Revelopment","","","","","","If a claim that appears utterly convincing to the speaker is treated as absurd by others, the speaker is likely to think those others willfully perverse. But perhaps those others simply fail to grasp some background truth that the speaker has assumed to be obvious. Rectification of their mistake can then provide a basis for unexpected agreement and for isolating those respondents who are in fact deeply hostile to the speaker’s claim. This Article suggests that many of our fellow citizens find the pro-life argument against lethal embryo research to be absurd simply because they mistakenly treat gestation as a process of construction rather than as a process of development. Only an isolated segment of those who favor such research may have abandoned our traditional shared belief in human equality and dignity. The contrast between construction and development is also used to illuminate our disagreements over abortion and euthanasia.","2007","2022-05-03 15:12:25","2022-05-26 14:12:46","","14","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/IR43LUUF/Stith - Construction, Development, and Revelopment.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BTIW2EWT","journalArticle","2009","Stith, Richard","How the Abortion Option Can Make Women More Vulnerable to Exploitation and Abandonment","","","","","","This essay argues that besides the benefits and burdens usually discussed in relation to elective abortion there are various effects that are less often considered, including decreases in the freedom of women and additional burdens on those who choose to give birth, such as loneliness, guilt, and abandonment. As the feminist writer Catherine MacKinnon notes, abortion does not liberate women; it only frees male sexual aggression.","2009","2022-05-03 15:12:24","2022-05-26 13:58:06","","11","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/7DZX6UZT/Stith - How the Abortion Option Can Make Women More Vulner.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5HTTKXWP","journalArticle","2006","Snead, O Carter","The (Surprising) Truth about Schiavo: A Defeat for the Cause of Autonomy","","","","","","The bulk of the discussion on the Schiavo case has been based on false factual premises. A careful review of the record reveals that the matter should not be regarded as a victory for spouses over parents or the individual over the government, in making decisions about life sustaining measures. It does not represent a victory for the right of autonomy and self-determination in this context. In fact, the opposite is true. The Florida courts abandoned the single most important mechanism the law provided for ensuring that Ms. Schiavo’s wishes would be reliably discerned and implemented–the clear and convincing evidence standard of proof. As a result, it is not possible to have any confidence that Ms. Schiavo’s actual intentions were honored. Not only did the Florida courts persistently refuse to rigorously pursue the question of Ms. Schiavo’s actual wishes, they employed the bulk of their resources to conduct inquiry into questions relating to Ms. Schiavo’s present and future quality of life. This approach is inconsistent with the ideals of autonomy and self-governance at the end of life. Far from being a victory for freedom, the Schiavo matter represents an abject failure of the law to provide the framework within which autonomy might truly be exercised.","2006","2022-05-03 15:12:22","2022-05-26 14:20:55","","26","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/ETDJYEXX/Snead - The (Surprising) Truth about Schiavo A Defeat for.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AH9PVZV2","journalArticle","2008","Smith, Janet E","Epiphanies and Humanae Vitae","","","","","","This essay derives from a casual after-dinner talk delivered at the UFL conference of 2008. It reviews Prof Smith’s early participation in the pro-life movement and her decision to promote the truths of Humanae vitae as a means of combating abortion. It also includes reflections on some profamily, pro-life elements of modern films and modern culture and a brief excursus on the concept of “conscious parenthood” as developed by John Paul II in Love and Responsibility. The essay argues that tapping into the natural love that people have for children and their desire to be good parents might be another avenue for advancing the pro-life message.","2008","2022-05-03 15:12:21","2022-05-26 14:06:54","","18","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/KKJ3J79K/Smith - Epiphanies and Humanae Vitae.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESDV3U9X","journalArticle","2007","Shivanandan, Mary","Emile Zola: Improbable Defender of Life","","","","","","The subject of this paper is a novel by one of France’s most esteemed novelists, Emile Zola. It was written and published in the last two years of the nineteenth century and never re-published. The novel bears the title Fécondité, in English Fertility. It is extraordinary because of who the author was, on the one hand, and his radical endorsement of a pro-life philosophy on the other, at a time when fellow novelists and social reformers accepted as inevitable or actively promoted small families, contraception, and population control. The paper will proceed by first giving some background on Emile Zola, especially his views on the Catholic Church and science. It will then take up his notion of “salvation through love” and its relation to the family and procreation. These set the stage for a discussion of his ideas on life, love, and the population question in the novel Fécondité or Fruitfulness.","2007","2022-05-03 15:12:20","2022-05-26 14:16:56","","20","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/2XQ9HVMV/Shivanandan - Emile Zola Improbable Defender of Life.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4CL2EA5","journalArticle","2007","Shiffman, Mark","John Locke and the Heart of Modern Gnosticism","","","","","","If modern thought is characterized by Gnosticism (i.e., the refusal to acknowledge the world as at once created, good, and gift), we can already recognize this fundamental attitude in the thought of John Locke. According to Locke, human labor is responsible for all the value added to the nearly worthless materials provided by nature. Applied to the human person, this doctrine reduces the self to the will, places it in opposition to the world, and conceives of the body as property owned by the self. It also severs the moral and metaphysical bond of child and parent. The embryo becomes property not yet capable of exercising its will and claiming its self-ownership, and the generations are joined only by coincidence of interests. Pope Benedict XVI proposes, as the only adequate response to modern gnosticism, a recovery of the doctrine of creation, which grounds gratitude for the gift of life.","2007","2022-05-03 15:12:19","2022-05-26 14:18:51","","6","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/BJRYRVZ4/Shiffman - John Locke and the Heart of Modern Gnosticism.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FN7Y5LLQ","journalArticle","2007","Schindler, David L","Liberal Societies and the Foundations of Human Dignity: The Dramatic Nature of Human Action","","","","","","The argument turns on the claim that the human person is constitutively related to God and others and as such bears a profound interiority and passion that imbue his freedom with a dramatic form. It is the constitutive relation to God and others that grounds human dignity and its call for authentic rights, and only a freedom filled with interiority and passion stemming from a memory of God will have the capacity in the end properly to recognize the dignity and rights of all, including the weakest. Thus, taking as its point of departure Evangelium Vitae’s teaching that two salient aspects of the culture of death are a self-centered notion of freedom and the “eclipse of the sense of God and of man,” the paper proposes that liberal democracy, even on its best reading, is unable to secure universal human dignity and rights because it understands persons and freedom in an ontologically self-centered way.","2007","2022-05-03 15:12:18","2022-05-26 14:16:28","","20","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/R6J54PET/Schindler - Liberal Societies and the Foundations of Human Dig.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56S7VQCD","journalArticle","2007","Saunders, William L","The Legacy of Glanville Williams in Contemporary Bioethics Debates: Response to Professors Keown and Jones","","","","","","","2007","2022-05-03 15:12:16","2022-05-26 14:10:40","","9","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/TIMUZAAE/Saunders - The Legacy of Glanville Williams in Contemporary B.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4MHWXB84","journalArticle","2009","Ramos-Reyes, Mario","Right to Life: A Right Beyond Ideology The Case of Tabaré Vazquez","","","","","","Both socialism and liberalism are ideologies that were proposed as substitutes for Christendom. But, as the saying goes, in Mexico even Communists are Guadalupanos –that is, faithful to the Our Lady of Guadalupe. This attitude of faith as a way of looking at reality without an ideological lens, or even looking at nature without naturalistic assumptions, has long been a part of the Latin American historical landscape and culture. The case of Tabaré Vazquez (President of Uruguay from 2005 to 2010), a self-confessed agnostic and a socialist of the leftist political movement Frente Amplio (Broad Front), who vetoed a law that would have legalized abortion in Uruguay, is a striking example of such a Communist-Guadalupano. This paper is an account of his story and the reasons why a socialist president defended the right to life with arguments that would make any secularist cringe.","2009","2022-05-03 15:12:11","2022-05-26 13:58:17","","12","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/VJJYBM6Y/Ramos-Reyes - Citation for the following article.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RXN2HN2M","journalArticle","2007","Radu, Donna","Winds of Change: Do Bush’s Recent Supreme Court Appointees Mean the End of FACE?","","","","","","This article speculates on whether the appointment of Justices Roberts and Alito to the Supreme Court will mean the end of FACE (the Freedom of Access to Clinic Entranceways act).","2007","2022-05-03 15:12:10","2022-05-26 14:17:50","","38","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/EX7AN22Z/Radu - Winds of Change Do Bush’s Recent Supreme Court Ap.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GB85JMF2","journalArticle","2008","Pellegrino, Edmund D","Engaging the Whole Breadth of Reason: Catholic Bioethics in the University and in the Post-Secular World","","","","","","From its beginnings, bioethics has been a secular enterprise. Scholars who hold religious beliefs are often disenfranchised in debate or writing as incapable of rational discourse. This antipathy has been extended to the disenfranchisement of “Catholic bioethics” as an illegitimate university discipline. This essay examines that claim in light of 450 years of Catholic scholarship in questions now often subsumed under the rubric of bioethics.","2008","2022-05-03 15:12:07","2022-05-26 14:05:45","","18","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/624LLWTQ/Pellegrino - Engaging the Whole Breadth of Reason Catholic Bio.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DYYKLE93","journalArticle","2008","Payne, Craig","Would Aquinas Change His Mind on Hominization Today?","","","","","","Those who claim that Aquinas would use modern embryo-logical analysis in his discussions of the human soul typically argue that this type of analysis would push the divine infusion of the intellectual soul back to the time of the fertilization of the zygotic cell, while Aquinas (given his lack of such embryological analysis) argues that this infusion comes a few weeks later in the embryo’s development. This claim also entails that in order to be a faithful and accurate interpreter of Aquinas today, one must reject the biological notions put forward by Aquinas himself. One would then also reject the interpretations of Aquinas put forward by such authors as Pasnau, Donceel, Dombrowski, Deltete, and so on.","2008","2022-05-03 15:12:06","2022-05-26 14:09:00","","20","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/VKUYWAFX/Payne - Would Aquinas Change His Mind on Hominization Toda.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WKPQHBI5","journalArticle","2009","Payne, Craig","The Difference Between Form and Shape:","","","","","","The groups of people broadly characterized as “pro-life” and “pro-choice” seem to operate under remarkably different conceptual frameworks regarding the development of the unborn child. This disagreement over hominization and the status of the conceptus is profoundly rooted or “embedded” (in the words of Teresa Iglesias) in “different conceptualizations of the reality of the embryo.” Richard Stith describes these different conceptual frameworks as primarily two in number, “development” and “construction.” This article argues that the “construction” view of embryonic growth makes the common error of confusing something’s “shape” with its “substance” or “form” (using Thomistic terminology), while the “development” view does not make this mistake. One may therefore conclude from both philosophical and scientific stances–from the Thomistic metaphysics of “form” and from advances in embryology–that Stith’s development” model clearly seems superior to the “construction” model.","2009","2022-05-03 15:12:05","2022-05-26 13:59:33","","16","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/7K4UB3QV/Payne - The Difference Between Form and Shape.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6KSPYP3Y","journalArticle","2006","Parente, William J","Casey versus Santorum: The Politics of the 2006 Senatorial Race in Pennsylvania What’s a Pro-Lifer to Do?","","","","","","The 2006 Senatorial race in Pennsylvania, surprisingly for a Northeastern state, presented voters with pro-life candidates in both of the major parties. This essay examines how pro-lifers might decide for whom to vote: (l) vote for a pro-life incumbent as a reward and to strengthen the incumbent’s seniority; (2) vote for the Democratic challenger in order to strengthen the pro-life cause in that party; (3) decide the issue on the basis of what would happen to the pro-life cause if one or the other party was to be in control of the chairmanships of Senate committees. The NARAL and NRLC ratings on each of the then current GOP Senate chairs is compared with the ratings of the Democratic ranking minority members who would succeed them if the Casey victory helped the Democrats take control of the Senate.","2006","2022-05-03 15:12:04","2022-05-26 14:26:34","","10","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/BTYPSS6L/Parente - Casey versus Santorum The Politics of the 2006 Se.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GGKTE7LC","journalArticle","2007","Newcombe, C Bermeo","Contradictory Approaches to “Standing” in Federal Courts for the Unborn and for Animal Species","","","","","","This article considers certain contradictions within judicial practices that pertain to the question of standing in federal courts. The article points out the inconsistency between permitting cases to be filed in the name of various animal species and denying permission for cases to be filed in the name of unborn human children.","2007","2022-05-03 15:12:00","2022-05-26 14:11:34","","6","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/GUKXU57D/Newcombe - Contradictory Approaches to “Standing” in Federal .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DFDNDKBD","journalArticle","2007","Myers, Richard S","The Supreme Court and Abortion: The Implications of Gonzales v. Carhart (2007)","","","","","","This paper considers the Supreme Court’s decision in Gonzales v. Carhart, in which the Court upheld the constitutionality of the Partial-Birth Abortion Act of 2003 (the Act). First, I will consider the Court’s prior treatment of abortion from Roe v. Wade through Stenberg v. Carhart, the Court’s decision in 2000 that invalidated Nebraska’s ban on partial-birth abortion. Second, I will consider the Congressional treatment of the issue of partialbirth abortion, which resulted in the enactment of the Partial-Birth Abortion Ban Act of 2003. Third, I will briefly describe the lower court decisions that all held the Act unconstitutional. Fourth, I will discuss the Court’s April 18, 2007 decision in Gonzales v. Carhart. Fifth, I will offer some general observations about the impact that this decision will have. I believe that the Court’s decision in Gonzales v. Carhart will help to bring us closer to the day when Roe v. Wade and Planned Parenthood v. Casey will be overruled.","2007","2022-05-03 15:11:57","2022-05-26 14:10:57","","26","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/CXZQYJUF/Myers - The Supreme Court and Abortion The Implications o.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STDWBFBS","journalArticle","2008","Myers, Richard S","Assessing the Legal Bases for Conscientious Objection in Healthcare","","","","","","The problem of rights of conscience in healthcare is one of the most serious religious freedom issues in the United States. There are increasing pressures on healthcare professionals to conform their conduct to a secular vision of healthcare, even in situations when such professionals have a conscientious objection to facilitating, participating in, or performing various procedures. This paper evaluates the legal bases for conscientious objection in healthcare. Under current law, there is inadequate protection for those healthcare professionals who have religious and moral objections to governmental mandates. There is a pressing need for comprehensive protection for rights of conscience. Perhaps paradoxically, an effort to protect religious conscience has some risks because of the current pressures to privatize religion. In the long run, rebuilding a pro-life culture is the only sure protection for pro-life healthcare professionals.","2008","2022-05-03 15:11:56","2022-05-26 14:06:04","","26","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/XY638UUH/Myers - Assessing the Legal Bases for Conscientious Object.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TKFKZDU6","journalArticle","2007","Morris, John F","The Good News of Adult Stem Cell Research: Working Towards the Common Good","","","","","","Stem cell research is an exciting new area of science and medicine, but it raises serious ethical questions. Unfortunately, ethical discussions about the use of stem cells for medical therapy often end in confusion due to the technical nature of this research. This paper cuts through the confusion by explaining the basics of stem cells, especially regarding the difference between research that focuses on embryonic stem cells and human cloning, as opposed to research that uses adult stem cells. Once the science involved with stem cell research is understood, the ethical issues involved become clear. Embryonic stem cell research, including the use of cloning to harvest such stem cells, is unethical because it destroys human embryos. However, research using adult stem cells raises no ethical concerns and promotes the true common good. The paper concludes with several success stories regarding the good news of adult stem cell research.","2007","2022-05-03 15:11:54","2022-05-26 14:13:54","","18","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/JN3RTUIP/Morris - The Good News of Adult Stem Cell Research.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DVMCGREZ","journalArticle","2007","Fedoryka, Maria","A Metaphysics of Love and Embodi- ment: Abortion as the Retroactive Destruction of the Spousal Act","","","","","","The primary evil of abortion is found in its violation of a person’s right to life and of God’s absolute sovereignty over the life and death of the human person. Another, entirely different kind of evil is found in its repercussions in the psyche of the parents, and especially of the mother of the aborted child. Both of these issues are frequently discussed in the abortion debate. In what follows, I will suggest another perspective on abortion, one not commonly addressed: a metaphysical and existential perspective, which examines how abortion constitutes a retroactive destruction of the union of the couple in the spousal exchange. The analysis will involve two parts: first, the mutual entailment of love and life and, second, a metaphysics of embodied existence. These considerations will bring to light the way in which abortion strikes at the heart of the exchange of persons accomplished in the spousal act.","2007","2022-05-03 15:11:53","2022-05-26 14:12:26","","10","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/YHMK4TF9/Fedoryka - A Metaphysics of Love and Embodi- ment Abortion a.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IYY6RNSC","journalArticle","2007","Meehan, Dolores J","Altered Nuclear Transfer and the Status of the Human Person","","","","","","Altered Nuclear Transfer (ANT) is a method to create blastocysts that can be used to derive embryonic stem cells. Opponents of ANT contend that the entity brought into being by this cloning method is a severally disabled embryo. The proponents of ANT believe that the entity brought into being through ANT is not an embryo but rather a “biological artifact” that lacks the coordinated organization to maintain a developmental trajectory essential to embryogenesis. In this paper I have summarized and simplified the discussion in order to show where this proposal is philosophically and morally flawed.","2007","2022-05-03 15:11:52","2022-05-26 14:14:06","","25","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/PG3BPKT5/Meehan - Altered Nuclear Transfer and the Status of the Hum.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KSNVBZW6","journalArticle","2006","Manchester, Eric","Locke on Bodily Rights and the Immorality of Abortion: A Neglected Liberal Perspective","","","","","","Abortion rights proponents often defend their position by insisting that women have a “right over what happens to their own bodies.” Such a view generally presupposes that pre-natal offspring are but “extensions” of a woman’s body. Ironically, however, the seventeenth-century philosopher (and physician) John Locke, whose enormously influential defense of individual property (and other democratic) rights takes as its basis a fundamental right that one has over his or her own “person” (normally interpreted as “body”) explicitly declares abortion to be among the most obviously immoral actions. This article examines Locke’s view of pre-natal offspring, while demonstrating how his opposition to abortion is consistent with other aspects of his philosophy. I also examine how one author who takes Locke to defend only a limited pro-life position can develop Locke’s principles further in establishing a stronger case against abortion rights. I apply these insights to refute the arguments of three other scholars who appeal to Locke’s general political theory in defending abortion rights. Lastly, I consider the concerns of certain pro-life advocates that Locke’s principles, despite his own personal opposition to abortion, naturally tend toward alienated individualism and the commodification of human life in such a way as to lend support to an abortion rights culture.","2006","2022-05-03 15:11:49","2022-05-26 14:24:55","","27","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/EMU34ISB/Manchester - Locke on Bodily Rights and the Immorality of Abort.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUPUZVAD","journalArticle","2009","Manchester, Eric","Fichte’s Idealism and Natural Rights: A Key to Understanding Seemingly Inconsistent Arguments for Abortion and Euthanasia","","","","","","Abortion and euthanasia opponents are often puzzled by the seemingly inconsistent position held by defenders of these practices. Prematurely-born infants, for example, are regarded as having a right to life while more physically developed fetuses are not. By contrast, in respect to euthanasia, greater physical functionality generally diminishes the degree to which death is considered acceptable. Such inconsistencies are surprisingly cogent when considered in light of the rights theory advanced by the eighteenth-century idealist philosopher G. W. Fichte. Fichte’s views often coincide with contemporary liberal convictions, including the beliefs (1) that the fetus is a part of a woman’s body, (2) that morality cannot be legislated, (3) that religious institutions should refrain from political discourse that challenges “rational” secular values, and (4) that one has a right to do whatever he or she wishes, as long as it does not directly interfere with another’s body. This essay examines how Fichte’s idealism develops conceptions of nature, personhood, and rights that justify abortion and euthanasia. But despite the rigor of Fichte’s system, it can only avoid the charge of making certain ad hoc metaphysical commitments that are in tension with other contemporary liberal convictions by supplementing its idealistic account of personhood and rights with certain biological criteria that actually undermine the case for abortion and euthanasia.","2009","2022-05-03 15:11:48","2022-05-26 13:59:22","","45","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/JBC2GLCB/Manchester - Fichte’s Idealism and Natural Rights A Key to Und.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EV7H3DA9","journalArticle","2009","MacPherson, Ryan C.","The Coercive Reality behind Pro-Choice Rhetoric: Identifying What “Popular Sovereignty,” “Reproductive Freedom,” and “Death with Dignity” Demand from Those Who Disagree","","","","","","Advocates for political rights to abortion and physicianassisted suicide often support their positions with pro-choice rhetoric: a woman should be free to choose whether or not to carry a child to term; terminally ill patients should be free to choose whether to wait until the disease completes its course or to end their lives sooner. In each case, however, a coercive reality lies behind the pro-choice rhetoric. That is to say, advocates for the apparent right to choose seek legislation that ultimately coerces dissenters to become complicit against their will. The current political debates on these issues therefore bear close analogy to America’s antebellum debates over slavery: rhetoric that initially seemed to be an argument for states’ rights or popular sovereignty soon revealed itself to be an emergent national policy that required all non-slaveholders, including abolitionists, to take action in support of the slavery regime. Similarly, political activists who deploy pro-choice rhetoric in favor of abortion or physician-assisted suicide resort to coercion in order to obtain and exercise the power to make such choices. Arguably, it cannot be otherwise, for coercion is necessary to maintain widespread social acceptance of choices that so fundamentally violate natural law.","2009","2022-05-03 15:11:46","2022-05-26 14:02:04","","35","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/RAFTRKH4/Fugitive Slave Act.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TFT3ZZCL","journalArticle","2009","MacNair, Rachel M","The “Heated Debates” Survey: How Connecting Issues Have an Impact on Opposition to Violence","","","","","","Do people rate the consistent life ethic as making them more likely to oppose death-causing practices? Do they similarly rate the idea that killing is traumatic? An online survey offered these as two of five arguments connecting abortion, capital punishment, and war when asking respondents to rate the impact of each argument on each issue. Consistency and trauma were rated as moving toward opposition on practices that the respondents favored, but primarily with respondents who opposed one practice but favored the other. Those who favored both were less impressed. An argument favoring abortion to deter crime by eliminating future criminals also moved people who favored abortion availability toward opposing abortion. Consistency and trauma are two arguments that can strengthen the case against each form of sociallyapproved killing, but most strongly in those who already oppose one form and can therefore be encouraged to apply those arguments to other forms.","2009","2022-05-03 15:11:44","2022-05-26 14:03:23","","18","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/X9GSV8BU/MacNair - Citation for the following article.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CYXNHMT6","journalArticle","2006","Lugosi, Charles I","Conforming to the Rule of Law: Person and Human Being in 14th Amendment Jurisprudence","","","","","","All human beings qualify as persons within the meaning of the Fourteenth Amendment of the U.S. Constitution. Nothing less will satisfy the rule of law. The current non-recognition of unborn human beings as persons is the result of discrimination, and its consequences include a denial of equal protection and due process. A legal system that creates a class of depersonalized human beings who may be exploited as subjects for scientific experiments or simply terminated for the benefit of those human beings who are chosen to be born substitutes rule by law for the rule of law. The text of the Fourteenth Amendment and constitutional jurisprudence both support the reversal of Roe v. Wade and Planned Parenthood v. Casey on the basis that all human beings are persons who cannot be denied constitutional personhood by any society that values life, liberty, justice and equality.","2006","2022-05-03 15:11:43","2022-05-26 14:21:23","","118","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/6VYEC5KY/Lugosi - Conforming to the Rule of Law Person and Human Be.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZA62SW8T","journalArticle","2007","Garcia, Laura","NATURAL KINDS, PERSONS, AND ABORTION","","","","","","Some moral philosophers contend that while all human persons are worthy of moral regard, those human beings who are not persons are not worthy of moral regard (or the same kind and quality of moral regard that we give to others). Elective abortion ends a pregnancy by ending the life of a developing human being. On its face, this practice violates a widely-held moral precept, that one may never intentionally take the life of an innocent human being. Arguments favoring the moral acceptability of abortion commonly incorporate at least one of the following claims: (a) the human em bryo/fetus/etc. is not a human being; (b) some human beings are not human persons; or (c) it is morally acceptable to intentionally kill some innocent human persons. I argue that (a) is necessarily false. Claim (b) can be read in two ways, and I contend that it is necessarily false on one reading and highly implausible on the other. While I do not try to disprove (c), I argue that the burden of proof falls on its defenders.","2007","2022-05-03 15:11:41","2022-05-26 14:12:56","","20","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/RAF55YZR/Garcia - NATURAL KINDS, PERSONS, AND ABORTION.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8MYKUS9S","journalArticle","2007","Laabs, Carolyn A","Should Advanced Practice Nurses Perform Abortions? Debate in the Profession","","","","","","There has been discussion in the literature that legal permission should be granted to advanced practice nurses to perform first trimester surgical and medical abortions. In this paper I argue that even if laws allow nurses to perform abortions, nurses should not do so. Abortion is contrary to the tradition and values of the nursing profession. To become abortion providers would violate the integrity of the nursing profession and cause harm to mother and child. Both are patients for whom nursing professes to advocate and protect. Rather than abandon patients to abortion, nursing should direct its efforts toward genuinely promoting the health and well-being of every patient, born and unborn.","2007","2022-05-03 14:13:10","2022-05-26 14:14:42","","18","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/M62S7CMN/Laabs - Should Advanced Practice Nurses Perform Abortions.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L2FCLSS7","journalArticle","2007","Kozinski, Thaddeus J","We’re All Traditionalists Now: The Priority of Praxis to Theoria for the Culture War","","","","","","This article reflects on the banality and absurdity of evil in our time. The author analyzes the social and cultural conditions that have made wanton disregard for life so common.","2007","2022-05-03 14:13:07","2022-05-26 14:18:39","","12","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/7KTD5RWE/Kozinski - We’re All Traditionalists Now The Priority of Pra.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KU5MVRR4","journalArticle","2006","Koloze, Jeff","Seventeen Years of an English Professor’s","","","","","","","2006","2022-05-03 14:13:06","2022-05-26 14:29:17","","3","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/lalor/Zotero/storage/GA4QB2CY/Koloze - Seventeen Years of an English Professor’s.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
